
17,Nord-Trøndelag,1756,Inderøy
18,Nordland,1804,Bodø
18,Nordland,1805,Narvik
18,Nordland,1811,Bindal
18,Nordland,1812,Sømna
18,Nordland,1813,Brønnøy
18,Nordland,1815,Vega
18,Nordland,1816,Vevelstad
18,Nordland,1818,Herøy
18,Nordland,1820,Alstahaug
18,Nordland,1822,Leirfjord
18,Nordland,1824,Vefsn
18,Nordland,1825,Grane
18,Nordland,1826,Hattfjelldal
18,Nordland,1827,Dønna
18,Nordland,1828,Nesna
18,Nordland,1832,Hemnes
18,Nordland,1833,Rana
18,Nordland,1834,Lurøy
18,Nordland,1835,Træna
18,Nordland,1836,Rødøy
18,Nordland,1837,Meløy
18,Nordland,1838,Gildeskål
18,Nordland,1839,Beiarn
18,Nordland,1840,Saltdal
18,Nordland,1841,Fauske
18,Nordland,1845,Sørfold
18,Nordland,1848,Steigen
18,Nordland,1849,Hamarøy – Hábmer
18,Nordland,1850,Divtasvuodna – Tysfjord
18,Nordland,1851,Lødingen
18,Nordland,1852,Tjeldsund
18,Nordland,1853,Evenes
18,Nordland,1854,Ballangen
18,Nordland,1856,Røst
18,Nordland,1857,Værøy
18,Nordland,1859,Flakstad
18,Nordland,1860,Vestvågøy
18,Nordland,1865,Vågan
18,Nordland,1866,Hadsel
18,Nordland,1867,Bø
18,Nordland,1868,Øksnes
18,Nordland,1870,Sortland
18,Nordland,1871,Andøy
18,Nordland,1874,Moskenes
19,Troms,1903,Harstad
19,Troms,1902,Tromsø
19,Troms,1911,Kvæfjord
19,Troms,1913,Skånland
19,Troms,1917,Ibestad
19,Troms,1919,Gratangen
19,Troms,1920,Loabák – Lavangen
19,Troms,1922,Bardu
19,Troms,1923,Salangen
19,Troms,1924,Målselv
19,Troms,1925,Sørreisa
19,Troms,1926,Dyrøy
19,Troms,1927,Tranøy
19,Troms,1928,Torsken
19,Troms,1929,Berg
19,Troms,1931,Lenvik
19,Troms,1933,Balsfjord
19,Troms,1936,Karlsøy
19,Troms,1938,Lyngen
19,Troms,1939,Storfjord – Omasvuotna – Omasvuono
19,Troms,1940,Gáivuotna – Kåfjord
19,Troms,1941,Skjervøy
19,Troms,1942,Nordreisa
19,Troms,1943,Kvænangen
20,Finnmark,2002,Vardø
20,Finnmark,2003,Vadsø
20,Finnmark,2004,Hammerfest
20,Finnmark,2011,Guovdageaidnu – Kautokeino
20,Finnmark,2012,Alta
20,Finnmark,2014,Loppa
20,Finnmark,2015,Hasvik
20,Finnmark,2017,Kvalsund
20,Finnmark,2018,Måsøy
20,Finnmark,2019,Nordkapp
20,Finnmark,2020,Porsanger – Porsáŋgu – Porsanki
20,Finnmark,2021,Kárášjohka – Karasjok
20,Finnmark,2022,Lebesby
20,Finnmark,2023,Gamvik
20,Finnmark,2024,Berlevåg
20,Finnmark,2025,Deatnu – Tana
20,Finnmark,2027,Unjárga – Nesseby
20,Finnmark,2028,Båtsfjord
20,Finnmark,2030,Sør-Varanger
